,date,price,upanddown,check
717,2006-08-07,4.25,-0.93,
718,2006-08-08,4.25,0.00,
719,2006-08-09,4.24,-0.24,
720,2006-08-10,4.49,+ 5.90,
721,2006-08-11,4.50,+ 0.22,
722,2006-08-12,4.50,+ 0.22,
723,2006-08-13,4.50,+ 0.22,
724,2006-08-14,4.49,-0.22,
725,2006-08-15,4.49,-0.22,
726,2006-08-16,4.49,0.00,
727,2006-08-17,4.49,0.00,
728,2006-08-18,4.48,-0.22,
729,2006-08-19,4.48,-0.22,
730,2006-08-20,4.48,-0.22,
731,2006-08-21,4.48,0.00,
732,2006-08-22,4.47,-0.22,
733,2006-08-23,4.49,+ 0.45,
734,2006-08-24,4.49,0.00,
735,2006-08-25,4.49,0.00,
736,2006-08-26,4.49,0.00,
737,2006-08-27,4.49,0.00,
738,2006-08-28,4.48,-0.22,
739,2006-08-29,4.48,0.00,
740,2006-08-30,4.48,0.00,
741,2006-08-31,4.49,+ 0.22,
742,2006-09-01,4.48,-0.22,
743,2006-09-02,4.48,-0.22,
744,2006-09-03,4.48,-0.22,
745,2006-09-04,4.47,-0.22,
746,2006-09-05,4.47,0.00,
747,2006-09-06,4.43,-0.89,
748,2006-09-07,4.47,+ 0.90,
749,2006-09-08,4.48,+ 0.22,
750,2006-09-09,4.48,+ 0.22,
751,2006-09-10,4.48,+ 0.22,
752,2006-09-11,4.47,-0.22,
753,2006-09-12,4.47,0.00,
754,2006-09-13,4.47,0.00,
755,2006-09-14,4.47,0.00,
756,2006-09-15,4.47,0.00,
757,2006-09-16,4.47,0.00,
758,2006-09-17,4.47,0.00,
759,2006-09-18,4.47,0.00,
760,2006-09-19,4.47,0.00,
761,2006-09-20,4.47,0.00,
762,2006-09-21,4.48,+ 0.22,
763,2006-09-22,4.49,+ 0.22,
764,2006-09-23,4.49,+ 0.22,
765,2006-09-24,4.49,+ 0.22,
766,2006-09-25,4.48,-0.22,
767,2006-09-26,4.47,-0.22,
768,2006-09-27,4.47,0.00,
769,2006-09-28,4.47,0.00,
770,2006-09-29,4.48,+ 0.22,
771,2006-09-30,4.48,+ 0.22,
772,2006-10-01,4.48,+ 0.22,
773,2006-10-02,4.44,-0.89,
774,2006-10-03,4.44,-0.89,
775,2006-10-04,4.45,+ 0.23,
776,2006-10-05,4.45,+ 0.23,
777,2006-10-06,4.45,+ 0.23,
778,2006-10-07,4.45,+ 0.23,
779,2006-10-08,4.45,+ 0.23,
780,2006-10-09,4.48,+ 0.67,
781,2006-10-10,4.48,0.00,
782,2006-10-11,4.47,-0.22,
783,2006-10-12,4.48,+ 0.22,
784,2006-10-13,4.48,0.00,
785,2006-10-14,4.48,0.00,
786,2006-10-15,4.48,0.00,
787,2006-10-16,4.48,0.00,
788,2006-10-17,4.48,0.00,
789,2006-10-18,4.48,0.00,
790,2006-10-19,4.49,+ 0.22,
791,2006-10-20,4.48,-0.22,
792,2006-10-21,4.48,-0.22,
793,2006-10-22,4.48,-0.22,
794,2006-10-23,4.48,0.00,
795,2006-10-24,4.48,0.00,
796,2006-10-25,4.48,0.00,
797,2006-10-26,4.48,0.00,
798,2006-10-27,4.47,-0.22,
799,2006-10-28,4.47,-0.22,
800,2006-10-29,4.47,-0.22,
801,2006-10-30,4.48,+ 0.22,
802,2006-10-31,4.48,0.00,
803,2006-11-01,4.47,-0.22,
804,2006-11-02,4.47,0.00,
805,2006-11-03,4.47,0.00,
806,2006-11-04,4.47,0.00,
807,2006-11-05,4.47,0.00,
808,2006-11-06,4.44,-0.67,
809,2006-11-07,4.49,+ 1.13,
810,2006-11-08,4.48,-0.22,
811,2006-11-09,4.48,0.00,
812,2006-11-10,4.47,-0.22,
813,2006-11-11,4.47,-0.22,
814,2006-11-12,4.47,-0.22,
815,2006-11-13,4.47,0.00,
816,2006-11-14,4.47,0.00,
817,2006-11-15,4.48,+ 0.22,
818,2006-11-16,4.48,0.00,
819,2006-11-17,4.47,-0.22,
820,2006-11-18,4.47,-0.22,
821,2006-11-19,4.47,-0.22,
822,2006-11-20,4.47,0.00,
823,2006-11-21,4.49,+ 0.45,
824,2006-11-22,4.49,0.00,
825,2006-11-23,4.47,-0.45,
826,2006-11-24,4.47,0.00,
827,2006-11-25,4.47,0.00,
828,2006-11-26,4.47,0.00,
829,2006-11-27,4.46,-0.22,
830,2006-11-28,4.47,+ 0.22,
831,2006-11-29,4.47,0.00,
832,2006-11-30,4.49,+ 0.45,
833,2006-12-01,4.47,-0.45,
834,2006-12-02,4.47,-0.45,
835,2006-12-03,4.47,-0.45,
836,2006-12-04,4.47,0.00,
837,2006-12-05,4.46,-0.22,
838,2006-12-06,4.49,+ 0.67,
839,2006-12-07,4.36,-2.90,
840,2006-12-08,4.46,+ 2.29,
841,2006-12-09,4.46,+ 2.29,
842,2006-12-10,4.46,+ 2.29,
843,2006-12-11,4.45,-0.22,
844,2006-12-12,4.45,0.00,
845,2006-12-13,4.47,+ 0.45,
846,2006-12-14,4.47,0.00,
847,2006-12-15,4.48,+ 0.22,
848,2006-12-16,4.48,+ 0.22,
849,2006-12-17,4.48,+ 0.22,
850,2006-12-18,4.48,0.00,
851,2006-12-19,4.49,+ 0.22,
852,2006-12-20,4.50,+ 0.22,
853,2006-12-21,4.49,-0.22,
854,2006-12-22,4.53,+ 0.89,
855,2006-12-23,4.53,+ 0.89,
856,2006-12-24,4.53,+ 0.89,
857,2006-12-25,4.53,+ 0.89,
858,2006-12-26,4.56,+ 0.66,
859,2006-12-27,4.55,-0.22,
860,2006-12-28,4.58,+ 0.66,
861,2006-12-29,4.60,+ 0.44,
862,2006-12-30,4.60,+ 0.44,
863,2006-12-31,4.60,+ 0.44,
864,2007-01-01,4.60,+ 0.44,
865,2007-01-02,4.54,-1.30,
866,2007-01-03,4.56,+ 0.44,
867,2007-01-04,4.67,+ 2.41,
868,2007-01-05,4.66,-0.21,
869,2007-01-06,4.66,-0.21,
870,2007-01-07,4.66,-0.21,
871,2007-01-08,4.61,-1.07,
872,2007-01-09,4.62,+ 0.22,
873,2007-01-10,4.67,+ 1.08,
874,2007-01-11,4.63,-0.86,
875,2007-01-12,4.64,+ 0.22,
876,2007-01-13,4.64,+ 0.22,
877,2007-01-14,4.64,+ 0.22,
878,2007-01-15,4.64,0.00,
879,2007-01-16,4.64,0.00,
880,2007-01-17,4.67,+ 0.65,
881,2007-01-18,4.71,+ 0.86,
882,2007-01-19,4.58,-2.76,
883,2007-01-20,4.58,-2.76,
884,2007-01-21,4.58,-2.76,
885,2007-01-22,4.61,+ 0.66,
886,2007-01-23,4.60,-0.22,
887,2007-01-24,4.61,+ 0.22,
888,2007-01-25,4.62,+ 0.22,
889,2007-01-26,4.70,+ 1.73,
890,2007-01-27,4.70,+ 1.73,
891,2007-01-28,4.70,+ 1.73,
892,2007-01-29,4.70,0.00,
893,2007-01-30,4.61,-1.91,
894,2007-01-31,4.61,0.00,
895,2007-02-01,4.60,-0.22,
896,2007-02-02,4.60,0.00,
897,2007-02-03,4.60,0.00,
898,2007-02-04,4.60,0.00,
899,2007-02-05,4.54,-1.30,
900,2007-02-06,4.46,-1.76,
901,2007-02-07,4.49,+ 0.67,
902,2007-02-08,4.55,+ 1.34,
903,2007-02-09,4.55,0.00,
904,2007-02-10,4.55,0.00,
905,2007-02-11,4.55,0.00,
906,2007-02-12,4.56,+ 0.22,
907,2007-02-13,4.61,+ 1.10,
908,2007-02-14,4.68,+ 1.52,
909,2007-02-15,4.70,+ 0.43,
910,2007-02-16,4.85,+ 3.19,
911,2007-02-17,4.85,+ 3.19,
912,2007-02-18,4.85,+ 3.19,
913,2007-02-19,4.85,+ 3.19,
914,2007-02-20,4.76,-1.86,
915,2007-02-21,4.57,-3.99,
916,2007-02-22,4.57,0.00,
917,2007-02-23,4.56,-0.22,
918,2007-02-24,4.56,-0.22,
919,2007-02-25,4.56,-0.22,
920,2007-02-26,4.50,-1.32,
921,2007-02-27,4.50,0.00,
922,2007-02-28,4.55,+ 1.11,
923,2007-03-01,4.55,+ 1.11,
924,2007-03-02,4.54,+ 0.89,
925,2007-03-03,4.54,+ 0.89,
926,2007-03-04,4.54,+ 0.89,
927,2007-03-05,4.59,+ 1.10,
928,2007-03-06,4.55,-0.87,
929,2007-03-07,4.57,+ 0.44,
930,2007-03-08,4.55,-0.44,
931,2007-03-09,4.59,+ 0.88,
932,2007-03-10,4.59,+ 0.88,
933,2007-03-11,4.59,+ 0.88,
934,2007-03-12,4.61,+ 0.44,
935,2007-03-13,4.61,0.00,
936,2007-03-14,4.64,+ 0.65,
937,2007-03-15,4.64,0.00,
938,2007-03-16,4.64,0.00,
939,2007-03-17,4.64,0.00,
940,2007-03-18,4.64,0.00,
941,2007-03-19,4.64,0.00,
942,2007-03-20,4.61,-0.65,
943,2007-03-21,4.50,-2.39,
944,2007-03-22,4.45,-1.11,
945,2007-03-23,4.59,+ 3.15,
946,2007-03-24,4.59,+ 3.15,
947,2007-03-25,4.59,+ 3.15,
948,2007-03-26,4.61,+ 0.44,
949,2007-03-27,4.61,0.00,
950,2007-03-28,4.58,-0.65,
951,2007-03-29,4.61,+ 0.66,
952,2007-03-30,4.63,+ 0.43,
953,2007-03-31,4.63,+ 0.43,
954,2007-04-01,4.63,+ 0.43,
955,2007-04-02,4.63,0.00,
956,2007-04-03,4.62,-0.22,
957,2007-04-04,4.60,-0.43,
958,2007-04-05,4.40,-4.35,
959,2007-04-06,4.35,-1.14,
960,2007-04-07,4.35,-1.14,
961,2007-04-08,4.35,-1.14,
962,2007-04-09,4.61,+ 5.98,
963,2007-04-10,4.61,0.00,
964,2007-04-11,4.61,0.00,
965,2007-04-12,4.62,+ 0.22,
966,2007-04-13,4.63,+ 0.22,
967,2007-04-14,4.63,+ 0.22,
968,2007-04-15,4.63,+ 0.22,
969,2007-04-16,4.63,0.00,
970,2007-04-17,4.63,0.00,
971,2007-04-18,4.63,0.00,
972,2007-04-19,4.60,-0.65,
973,2007-04-20,4.71,+ 1.73,
974,2007-04-21,4.71,+ 1.73,
975,2007-04-22,4.71,+ 1.73,
976,2007-04-23,4.64,-1.49,
977,2007-04-24,4.67,-0.85,
978,2007-04-25,4.74,+ 1.50,
979,2007-04-26,5.04,+ 6.33,
980,2007-04-27,5.09,+ 0.99,
981,2007-04-28,5.09,+ 0.99,
982,2007-04-29,5.09,+ 0.99,
983,2007-04-30,4.88,-4.13,
984,2007-05-01,4.88,-4.13,
985,2007-05-02,4.77,-2.25,
986,2007-05-03,4.74,-0.63,
987,2007-05-04,4.69,-1.05,
988,2007-05-05,4.69,-1.05,
989,2007-05-06,4.69,-1.05,
990,2007-05-07,4.72,+ 0.64,
991,2007-05-08,4.63,-1.91,
992,2007-05-09,4.63,0.00,
993,2007-05-10,4.63,0.00,
994,2007-05-11,4.61,-0.43,
995,2007-05-12,4.61,-0.43,
996,2007-05-13,4.61,-0.43,
997,2007-05-14,4.62,+ 0.22,
998,2007-05-15,4.61,-0.22,
999,2007-05-16,4.61,0.00,
1000,2007-05-17,4.61,0.00,
1001,2007-05-18,4.57,-0.87,
1002,2007-05-19,4.57,-0.87,
1003,2007-05-20,4.57,-0.87,
1004,2007-05-21,4.59,+ 0.44,
1005,2007-05-22,4.52,-1.53,
1006,2007-05-23,4.58,+ 1.33,
1007,2007-05-24,4.58,+ 1.33,
1008,2007-05-25,4.58,0.00,
1009,2007-05-26,4.58,0.00,
1010,2007-05-27,4.58,0.00,
1011,2007-05-28,4.54,-0.87,
1012,2007-05-29,4.55,+ 0.22,
1013,2007-05-30,4.56,+ 0.22,
1014,2007-05-31,4.55,-0.22,
1015,2007-06-01,4.52,-0.66,
1016,2007-06-02,4.52,-0.66,
1017,2007-06-03,4.52,-0.66,
1018,2007-06-04,4.51,-0.22,
1019,2007-06-05,4.49,-0.44,
1020,2007-06-06,4.49,-0.44,
1021,2007-06-07,4.44,-1.11,
1022,2007-06-08,4.52,+ 1.80,
1023,2007-06-09,4.52,+ 1.80,
1024,2007-06-10,4.52,+ 1.80,
1025,2007-06-11,4.54,+ 0.44,
1026,2007-06-12,4.54,0.00,
1027,2007-06-13,4.58,+ 0.88,
1028,2007-06-14,4.59,+ 0.22,
1029,2007-06-15,4.59,+ 1.10,
1030,2007-06-16,4.59,+ 1.10,
1031,2007-06-17,4.59,+ 1.10,
1032,2007-06-18,4.59,0.00,
1033,2007-06-19,4.59,0.00,
1034,2007-06-20,4.56,-0.65,
1035,2007-06-21,4.54,-0.44,
1036,2007-06-22,4.47,-1.54,
1037,2007-06-23,4.47,-1.54,
1038,2007-06-24,4.47,-1.54,
1039,2007-06-25,4.52,+ 1.12,
1040,2007-06-26,4.51,-0.22,
1041,2007-06-27,4.51,0.00,
1042,2007-06-28,4.51,0.00,
1043,2007-06-29,4.52,+ 0.22,
1044,2007-06-30,4.52,+ 0.22,
1045,2007-07-01,4.52,+ 0.22,
1046,2007-07-02,4.50,-0.44,
1047,2007-07-03,4.50,0.00,
1048,2007-07-04,4.48,-0.44,
1049,2007-07-05,4.42,-1.34,
1050,2007-07-06,4.37,-1.13,
1051,2007-07-07,4.37,-1.13,
1052,2007-07-08,4.37,-1.13,
1053,2007-07-09,4.47,+ 2.29,
1054,2007-07-10,4.47,+ 2.29,
1055,2007-07-11,4.48,+ 0.22,
1056,2007-07-12,4.72,+ 5.59,
1057,2007-07-13,4.71,-0.21,
1058,2007-07-14,4.71,-0.21,
1059,2007-07-15,4.71,-0.21,
1060,2007-07-16,4.73,+ 0.42,
1061,2007-07-17,4.73,+ 0.42,
1062,2007-07-18,4.77,+ 0.85,
1063,2007-07-19,4.85,+ 1.68,
1064,2007-07-20,4.87,+ 2.10,
1065,2007-07-21,4.87,+ 2.10,
1066,2007-07-22,4.87,+ 2.10,
1067,2007-07-23,4.78,-1.85,
1068,2007-07-24,4.78,0.00,
1069,2007-07-25,4.78,0.00,
1070,2007-07-26,4.78,0.00,
1071,2007-07-27,4.77,-0.21,
1072,2007-07-28,4.77,-0.21,
1073,2007-07-29,4.77,-0.21,
1074,2007-07-30,4.76,-0.21,
1075,2007-07-31,4.76,0.00,
1076,2007-08-01,4.58,-3.78,
1077,2007-08-02,4.65,+ 1.53,
1078,2007-08-03,4.69,-1.47,
1079,2007-08-04,4.69,-1.47,
1080,2007-08-05,4.69,-1.47,
1081,2007-08-06,4.67,-0.43,
1082,2007-08-07,4.68,+ 0.21,
1083,2007-08-08,4.70,+ 0.43,
1084,2007-08-09,5.01,+ 6.60,
1085,2007-08-10,5.02,+ 0.20,
1086,2007-08-11,5.02,+ 0.20,
1087,2007-08-12,5.02,+ 0.20,
1088,2007-08-13,5.00,-0.40,
1089,2007-08-14,4.99,-0.20,
1090,2007-08-15,4.99,-0.20,
1091,2007-08-16,4.98,-0.20,
1092,2007-08-17,4.98,0.00,
1093,2007-08-18,4.98,0.00,
1094,2007-08-19,4.98,0.00,
1095,2007-08-20,4.98,0.00,
1096,2007-08-21,4.98,0.00,
1097,2007-08-22,4.97,-0.20,
1098,2007-08-23,4.98,+ 0.20,
1099,2007-08-24,4.98,0.00,
1100,2007-08-25,4.98,0.00,
1101,2007-08-26,4.98,0.00,
1102,2007-08-27,4.98,0.00,
1103,2007-08-28,4.98,0.00,
1104,2007-08-29,4.97,-0.20,
1105,2007-08-30,4.97,0.00,
1106,2007-08-31,4.98,+ 0.20,
1107,2007-09-01,4.98,+ 0.20,
1108,2007-09-02,4.98,+ 0.20,
1109,2007-09-03,5.00,+ 0.40,
1110,2007-09-04,4.98,-0.40,
1111,2007-09-05,4.97,-0.20,
1112,2007-09-06,4.93,-0.80,
1113,2007-09-07,4.90,-0.61,
1114,2007-09-08,4.90,-0.61,
1115,2007-09-09,4.90,-0.61,
1116,2007-09-10,4.97,+ 1.43,
1117,2007-09-11,4.98,+ 0.20,
1118,2007-09-12,4.98,0.00,
1119,2007-09-13,4.99,+ 0.20,
1120,2007-09-14,4.99,0.00,
1121,2007-09-15,4.99,0.00,
1122,2007-09-16,4.99,0.00,
1123,2007-09-17,4.99,0.00,
1124,2007-09-18,4.99,0.00,
1125,2007-09-19,4.97,-0.40,
1126,2007-09-20,4.91,-1.21,
1127,2007-09-21,4.90,-1.41,
1128,2007-09-22,4.90,-1.41,
1129,2007-09-23,4.90,-1.41,
1130,2007-09-24,4.90,-1.41,
1131,2007-09-25,4.90,-1.41,
1132,2007-09-26,4.90,-1.41,
1133,2007-09-27,4.98,+ 1.63,
1134,2007-09-28,4.98,0.00,
1135,2007-09-29,4.98,0.00,
1136,2007-09-30,4.98,0.00,
1137,2007-10-01,4.99,+ 0.20,
1138,2007-10-02,4.98,-0.20,
1139,2007-10-03,4.98,-0.20,
1140,2007-10-04,5.01,+ 0.60,
1141,2007-10-05,5.00,-0.20,
1142,2007-10-06,5.00,-0.20,
1143,2007-10-07,5.00,-0.20,
1144,2007-10-08,4.98,-0.40,
1145,2007-10-09,4.98,-0.40,
1146,2007-10-10,4.99,+ 0.20,
1147,2007-10-11,5.00,+ 0.20,
1148,2007-10-12,5.01,+ 0.20,
1149,2007-10-13,5.01,+ 0.20,
1150,2007-10-14,5.01,+ 0.20,
1151,2007-10-15,5.02,+ 0.20,
1152,2007-10-16,5.01,-0.20,
1153,2007-10-17,5.00,-0.20,
1154,2007-10-18,5.00,0.00,
1155,2007-10-19,5.01,+ 0.20,
1156,2007-10-20,5.01,+ 0.20,
1157,2007-10-21,5.01,+ 0.20,
1158,2007-10-22,4.99,-0.40,
1159,2007-10-23,5.00,-0.20,
1160,2007-10-24,5.02,+ 0.40,
1161,2007-10-25,5.02,0.00,
1162,2007-10-26,5.02,0.00,
1163,2007-10-27,5.02,0.00,
1164,2007-10-28,5.02,0.00,
1165,2007-10-29,5.01,-0.20,
1166,2007-10-30,5.02,+ 0.20,
1167,2007-10-31,5.02,0.00,
1168,2007-11-01,5.00,-0.40,
1169,2007-11-02,4.98,-0.40,
1170,2007-11-03,4.98,-0.40,
1171,2007-11-04,4.98,-0.40,
1172,2007-11-05,4.98,0.00,
1173,2007-11-06,5.04,+ 1.20,
1174,2007-11-07,5.01,-0.60,
1175,2007-11-08,5.01,0.00,
1176,2007-11-09,5.01,0.00,
1177,2007-11-10,5.01,0.00,
1178,2007-11-11,5.01,0.00,
1179,2007-11-12,5.02,+ 0.20,
1180,2007-11-13,5.01,-0.20,
1181,2007-11-14,5.01,0.00,
1182,2007-11-15,5.01,0.00,
1183,2007-11-16,5.01,0.00,
1184,2007-11-17,5.01,0.00,
1185,2007-11-18,5.01,0.00,
1186,2007-11-19,5.01,0.00,
1187,2007-11-20,4.98,-0.60,
1188,2007-11-21,4.99,+ 0.20,
1189,2007-11-22,4.98,-0.20,
1190,2007-11-23,5.00,+ 0.40,
1191,2007-11-24,5.00,+ 0.40,
1192,2007-11-25,5.00,+ 0.40,
1193,2007-11-26,5.01,+ 0.20,
1194,2007-11-27,5.00,-0.20,
1195,2007-11-28,5.01,0.00,
1196,2007-11-29,5.01,0.00,
1197,2007-11-30,5.02,+ 0.20,
1198,2007-12-01,5.02,+ 0.20,
1199,2007-12-02,5.02,+ 0.20,
1200,2007-12-03,5.00,-0.40,
1201,2007-12-04,5.00,0.00,
1202,2007-12-05,4.96,-0.80,
1203,2007-12-06,4.86,-2.02,
1204,2007-12-07,4.79,-3.43,
1205,2007-12-08,4.79,-3.43,
1206,2007-12-09,4.79,-3.43,
1207,2007-12-10,4.99,+ 4.18,
1208,2007-12-11,4.99,0.00,
1209,2007-12-12,5.00,+ 0.20,
1210,2007-12-13,4.99,0.00,
1211,2007-12-14,4.99,0.00,
1212,2007-12-15,4.99,0.00,
1213,2007-12-16,4.99,0.00,
1214,2007-12-17,5.00,+ 0.20,
1215,2007-12-18,5.00,+ 0.20,
1216,2007-12-19,5.00,+ 0.20,
1217,2007-12-20,5.00,0.00,
1218,2007-12-21,4.99,-0.20,
1219,2007-12-22,4.99,-0.20,
1220,2007-12-23,4.99,-0.20,
1221,2007-12-24,5.00,+ 0.20,
1222,2007-12-25,5.00,+ 0.20,
1223,2007-12-26,5.00,0.00,
1224,2007-12-27,5.00,0.00,
1225,2007-12-28,5.00,0.00,
1226,2007-12-29,5.00,0.00,
1227,2007-12-30,5.00,0.00,
1228,2007-12-31,5.02,+ 0.40,
1229,2008-01-01,5.02,+ 0.40,
1230,2008-01-02,4.96,-1.20,
1231,2008-01-03,4.98,+ 0.40,
1232,2008-01-04,4.99,+ 0.20,
1233,2008-01-05,4.99,+ 0.20,
1234,2008-01-06,4.99,+ 0.20,
1235,2008-01-07,4.95,-0.80,
1236,2008-01-08,4.98,+ 0.61,
1237,2008-01-09,4.99,+ 0.20,
1238,2008-01-10,5.01,+ 0.40,
1239,2008-01-11,5.00,+ 0.20,
1240,2008-01-12,5.00,+ 0.20,
1241,2008-01-13,5.00,+ 0.20,
1242,2008-01-14,5.01,+ 0.20,
1243,2008-01-15,5.01,0.00,
1244,2008-01-16,5.02,+ 0.20,
1245,2008-01-17,5.02,0.00,
1246,2008-01-18,4.97,-1.00,
1247,2008-01-19,4.97,-1.00,
1248,2008-01-20,4.97,-1.00,
1249,2008-01-21,4.93,-0.80,
1250,2008-01-22,4.90,-0.61,
1251,2008-01-23,5.01,+ 2.24,
1252,2008-01-24,5.01,0.00,
1253,2008-01-25,5.01,0.00,
1254,2008-01-26,5.01,0.00,
1255,2008-01-27,5.01,0.00,
1256,2008-01-28,5.01,0.00,
1257,2008-01-29,5.00,-0.20,
1258,2008-01-30,4.98,-0.60,
1259,2008-01-31,4.96,-0.40,
1260,2008-02-01,4.91,-1.41,
1261,2008-02-02,4.91,-1.41,
1262,2008-02-03,4.91,-1.41,
1263,2008-02-04,4.96,+ 1.02,
1264,2008-02-05,4.94,-0.40,
1265,2008-02-06,4.94,-0.40,
1266,2008-02-07,4.94,-0.40,
1267,2008-02-08,4.94,-0.40,
1268,2008-02-09,4.94,-0.40,
1269,2008-02-10,4.94,-0.40,
1270,2008-02-11,5.00,+ 1.21,
1271,2008-02-12,5.00,0.00,
1272,2008-02-13,5.00,0.00,
1273,2008-02-14,5.00,0.00,
1274,2008-02-15,5.00,0.00,
1275,2008-02-16,5.00,0.00,
1276,2008-02-17,5.00,0.00,
1277,2008-02-18,4.98,-0.40,
1278,2008-02-19,4.95,-1.00,
1279,2008-02-20,4.94,-0.20,
1280,2008-02-21,5.02,+ 1.62,
1281,2008-02-22,5.00,-0.40,
1282,2008-02-23,5.00,-0.40,
1283,2008-02-24,5.00,-0.40,
1284,2008-02-25,4.98,-0.40,
1285,2008-02-26,4.95,-0.60,
1286,2008-02-27,4.94,-0.20,
1287,2008-02-28,4.96,+ 0.40,
1288,2008-02-29,4.94,-0.40,
1289,2008-03-01,4.94,-0.40,
1290,2008-03-02,4.94,-0.40,
1291,2008-03-03,4.94,0.00,
1292,2008-03-04,4.95,+ 0.20,
1293,2008-03-05,4.93,-0.40,
1294,2008-03-06,5.00,+ 1.42,
1295,2008-03-07,5.00,0.00,
1296,2008-03-08,5.00,0.00,
1297,2008-03-09,5.00,0.00,
1298,2008-03-10,4.99,-0.20,
1299,2008-03-11,4.99,0.00,
1300,2008-03-12,4.98,-0.20,
1301,2008-03-13,4.98,0.00,
1302,2008-03-14,4.98,0.00,
1303,2008-03-15,4.98,0.00,
1304,2008-03-16,4.98,0.00,
1305,2008-03-17,4.96,-0.40,
1306,2008-03-18,4.99,+ 0.60,
1307,2008-03-19,4.95,-0.80,
1308,2008-03-20,4.98,+ 0.61,
1309,2008-03-21,4.98,0.00,
1310,2008-03-22,4.98,0.00,
1311,2008-03-23,4.98,0.00,
1312,2008-03-24,4.97,-0.20,
1313,2008-03-25,4.97,-0.20,
1314,2008-03-26,4.94,-0.60,
1315,2008-03-27,4.94,0.00,
1316,2008-03-28,4.96,+ 0.40,
1317,2008-03-29,4.96,+ 0.40,
1318,2008-03-30,4.96,+ 0.40,
1319,2008-03-31,4.98,+ 0.40,
1320,2008-04-01,4.97,-0.20,
1321,2008-04-02,5.00,+ 0.60,
1322,2008-04-03,5.01,+ 0.20,
1323,2008-04-04,5.10,+ 1.80,
1324,2008-04-05,5.10,+ 1.80,
1325,2008-04-06,5.10,+ 1.80,
1326,2008-04-07,5.04,-1.18,
1327,2008-04-08,5.03,-1.37,
1328,2008-04-09,5.03,-1.37,
1329,2008-04-10,4.98,-0.99,
1330,2008-04-11,5.00,+ 0.40,
1331,2008-04-12,5.00,+ 0.40,
1332,2008-04-13,5.00,+ 0.40,
1333,2008-04-14,5.00,0.00,
1334,2008-04-15,5.00,0.00,
1335,2008-04-16,5.00,0.00,
1336,2008-04-17,5.00,0.00,
1337,2008-04-18,5.00,0.00,
1338,2008-04-19,5.00,0.00,
1339,2008-04-20,5.00,0.00,
1340,2008-04-21,4.97,-0.60,
1341,2008-04-22,4.98,+ 0.20,
1342,2008-04-23,4.98,0.00,
1343,2008-04-24,5.00,+ 0.40,
1344,2008-04-25,4.96,-0.80,
1345,2008-04-26,4.96,-0.80,
1346,2008-04-27,4.96,-0.80,
1347,2008-04-28,4.89,-1.41,
1348,2008-04-29,4.94,+ 1.02,
1349,2008-04-30,4.95,+ 0.20,
1350,2008-05-01,4.95,+ 0.20,
1351,2008-05-02,4.96,+ 0.20,
1352,2008-05-03,4.96,+ 0.20,
1353,2008-05-04,4.96,+ 0.20,
1354,2008-05-05,4.96,+ 0.20,
1355,2008-05-06,5.19,+ 4.64,
1356,2008-05-07,5.18,-0.19,
1357,2008-05-08,5.01,-3.28,
1358,2008-05-09,5.00,-3.47,
1359,2008-05-10,5.00,-3.47,
1360,2008-05-11,5.00,-3.47,
1361,2008-05-12,5.00,-3.47,
1362,2008-05-13,4.93,-1.40,
1363,2008-05-14,4.87,-1.22,
1364,2008-05-15,4.90,+ 0.62,
1365,2008-05-16,4.95,+ 1.02,
1366,2008-05-17,4.95,+ 1.02,
1367,2008-05-18,4.95,+ 1.02,
1368,2008-05-19,4.93,-0.40,
1369,2008-05-20,4.63,-6.09,
1370,2008-05-21,4.62,-0.22,
1371,2008-05-22,5.00,+ 8.23,
1372,2008-05-23,5.00,0.00,
1373,2008-05-24,5.00,0.00,
1374,2008-05-25,5.00,0.00,
1375,2008-05-26,5.00,0.00,
1376,2008-05-27,5.01,+ 0.20,
1377,2008-05-28,5.03,+ 0.40,
1378,2008-05-29,5.03,0.00,
1379,2008-05-30,5.04,+ 0.20,
1380,2008-05-31,5.04,+ 0.20,
1381,2008-06-01,5.04,+ 0.20,
1382,2008-06-02,5.00,-0.79,
1383,2008-06-03,5.00,0.00,
1384,2008-06-04,5.00,0.00,
1385,2008-06-05,5.00,0.00,
1386,2008-06-06,5.00,0.00,
1387,2008-06-07,5.00,0.00,
1388,2008-06-08,5.00,0.00,
1389,2008-06-09,4.81,-3.80,
1390,2008-06-10,4.57,-4.99,
1391,2008-06-11,4.57,0.00,
1392,2008-06-12,4.99,+ 9.19,
1393,2008-06-13,4.99,0.00,
1394,2008-06-14,4.99,0.00,
1395,2008-06-15,4.99,0.00,
1396,2008-06-16,5.01,+ 0.40,
1397,2008-06-17,5.00,-0.20,
1398,2008-06-18,5.00,0.00,
1399,2008-06-19,5.00,0.00,
1400,2008-06-20,5.01,+ 0.20,
1401,2008-06-21,5.01,+ 0.20,
1402,2008-06-22,5.01,+ 0.20,
1403,2008-06-23,4.62,-7.78,
1404,2008-06-24,4.55,-1.52,
1405,2008-06-25,4.55,0.00,
1406,2008-06-26,5.01,+ 10.11,
1407,2008-06-27,5.00,+ 9.89,
1408,2008-06-28,5.00,+ 9.89,
1409,2008-06-29,5.00,+ 9.89,
1410,2008-06-30,5.01,+ 0.20,
1411,2008-07-01,4.99,-0.40,
1412,2008-07-02,4.99,0.00,
1413,2008-07-03,4.99,0.00,
1414,2008-07-04,5.03,+ 0.80,
