,date,price,upanddown,check
1415,2008-07-05,5.03,+ 0.80,
1416,2008-07-06,5.03,+ 0.80,
1417,2008-07-07,5.01,-0.40,
1418,2008-07-08,5.01,0.00,
1419,2008-07-09,5.02,+ 0.20,
1420,2008-07-10,5.01,-0.20,
1421,2008-07-11,5.01,0.00,
1422,2008-07-12,5.01,0.00,
1423,2008-07-13,5.01,0.00,
1424,2008-07-14,5.00,-0.20,
1425,2008-07-15,5.01,0.00,
1426,2008-07-16,5.00,-0.20,
1427,2008-07-17,5.01,+ 0.20,
1428,2008-07-18,5.01,+ 0.20,
1429,2008-07-19,5.01,+ 0.20,
1430,2008-07-20,5.01,+ 0.20,
1431,2008-07-21,4.58,-8.58,
1432,2008-07-22,4.57,-0.22,
1433,2008-07-23,4.56,-0.22,
1434,2008-07-24,5.00,+ 9.65,
1435,2008-07-25,5.00,0.00,
1436,2008-07-26,5.00,0.00,
1437,2008-07-27,5.00,0.00,
1438,2008-07-28,5.01,+ 0.20,
1439,2008-07-29,5.01,0.00,
1440,2008-07-30,5.00,-0.20,
1441,2008-07-31,5.03,+ 0.60,
1442,2008-08-01,5.02,+ 0.40,
1443,2008-08-02,5.02,+ 0.40,
1444,2008-08-03,5.02,+ 0.40,
1445,2008-08-04,5.02,0.00,
1446,2008-08-05,5.02,0.00,
1447,2008-08-06,5.02,0.00,
1448,2008-08-07,5.25,+ 4.58,
1449,2008-08-08,5.24,-0.19,
1450,2008-08-09,5.24,-0.19,
1451,2008-08-10,5.24,-0.19,
1452,2008-08-11,5.24,0.00,
1453,2008-08-12,5.25,+ 0.19,
1454,2008-08-13,5.25,0.00,
1455,2008-08-14,5.25,0.00,
1456,2008-08-15,5.25,0.00,
1457,2008-08-16,5.25,0.00,
1458,2008-08-17,5.25,0.00,
1459,2008-08-18,5.24,-0.19,
1460,2008-08-19,5.23,-0.19,
1461,2008-08-20,5.23,0.00,
1462,2008-08-21,5.25,+ 0.38,
1463,2008-08-22,5.25,0.00,
1464,2008-08-23,5.25,0.00,
1465,2008-08-24,5.25,0.00,
1466,2008-08-25,5.24,-0.19,
1467,2008-08-26,5.24,0.00,
1468,2008-08-27,5.24,0.00,
1469,2008-08-28,5.24,0.00,
1470,2008-08-29,5.25,+ 0.19,
1471,2008-08-30,5.25,+ 0.19,
1472,2008-08-31,5.25,+ 0.19,
1473,2008-09-01,5.25,0.00,
1474,2008-09-02,5.24,-0.19,
1475,2008-09-03,5.25,+ 0.19,
1476,2008-09-04,5.25,0.00,
1477,2008-09-05,5.24,-0.19,
1478,2008-09-06,5.24,-0.19,
1479,2008-09-07,5.24,-0.19,
1480,2008-09-08,5.25,+ 0.19,
1481,2008-09-09,5.28,+ 0.57,
1482,2008-09-10,5.22,-1.14,
1483,2008-09-11,5.25,+ 0.57,
1484,2008-09-12,5.25,0.00,
1485,2008-09-13,5.25,0.00,
1486,2008-09-14,5.25,0.00,
1487,2008-09-15,5.25,0.00,
1488,2008-09-16,5.23,-0.38,
1489,2008-09-17,5.24,+ 0.19,
1490,2008-09-18,5.12,-2.29,
1491,2008-09-19,5.07,-0.98,
1492,2008-09-20,5.07,-0.98,
1493,2008-09-21,5.07,-0.98,
1494,2008-09-22,4.95,-2.37,
1495,2008-09-23,4.80,-3.03,
1496,2008-09-24,4.86,+ 1.25,
1497,2008-09-25,5.23,+ 7.61,
1498,2008-09-26,5.23,0.00,
1499,2008-09-27,5.23,0.00,
1500,2008-09-28,5.23,0.00,
1501,2008-09-29,5.22,-0.19,
1502,2008-09-30,5.22,0.00,
1503,2008-10-01,5.22,0.00,
1504,2008-10-02,5.22,0.00,
1505,2008-10-03,5.22,0.00,
1506,2008-10-04,5.22,0.00,
1507,2008-10-05,5.22,0.00,
1508,2008-10-06,5.23,+ 0.19,
1509,2008-10-07,5.06,-3.25,
1510,2008-10-08,5.12,+ 1.19,
1511,2008-10-09,4.98,-2.73,
1512,2008-10-10,4.98,0.00,
1513,2008-10-11,4.98,0.00,
1514,2008-10-12,4.98,0.00,
1515,2008-10-13,4.98,0.00,
1516,2008-10-14,4.99,+ 0.20,
1517,2008-10-15,4.99,0.00,
1518,2008-10-16,4.99,0.00,
1519,2008-10-17,4.99,0.00,
1520,2008-10-18,4.99,0.00,
1521,2008-10-19,4.99,0.00,
1522,2008-10-20,4.97,-0.40,
1523,2008-10-21,4.89,-1.61,
1524,2008-10-22,4.89,0.00,
1525,2008-10-23,4.98,+ 1.84,
1526,2008-10-24,4.98,0.00,
1527,2008-10-25,4.98,0.00,
1528,2008-10-26,4.98,0.00,
1529,2008-10-27,4.28,-14.06,
1530,2008-10-28,4.24,-0.93,
1531,2008-10-29,4.24,0.00,
1532,2008-10-30,4.21,-0.71,
1533,2008-10-31,4.14,-1.66,
1534,2008-11-01,4.14,-1.66,
1535,2008-11-02,4.14,-1.66,
1536,2008-11-03,4.10,-0.97,
1537,2008-11-04,4.02,-1.95,
1538,2008-11-05,4.04,+ 0.50,
1539,2008-11-06,4.22,+ 4.46,
1540,2008-11-07,3.97,-5.92,
1541,2008-11-08,3.97,-5.92,
1542,2008-11-09,3.97,-5.92,
1543,2008-11-10,3.98,+ 0.25,
1544,2008-11-11,3.98,0.00,
1545,2008-11-12,3.98,0.00,
1546,2008-11-13,3.98,0.00,
1547,2008-11-14,3.98,0.00,
1548,2008-11-15,3.98,0.00,
1549,2008-11-16,3.98,0.00,
1550,2008-11-17,3.93,-1.26,
1551,2008-11-18,3.95,+ 0.51,
1552,2008-11-19,3.95,0.00,
1553,2008-11-20,3.99,+ 1.01,
1554,2008-11-21,3.98,-0.25,
1555,2008-11-22,3.98,-0.25,
1556,2008-11-23,3.98,-0.25,
1557,2008-11-24,3.99,+ 0.25,
1558,2008-11-25,3.98,-0.25,
1559,2008-11-26,3.98,0.00,
1560,2008-11-27,3.98,0.00,
1561,2008-11-28,3.99,+ 0.25,
1562,2008-11-29,3.99,+ 0.25,
1563,2008-11-30,3.99,+ 0.25,
1564,2008-12-01,3.97,-0.50,
1565,2008-12-02,3.98,+ 0.25,
1566,2008-12-03,3.98,0.00,
1567,2008-12-04,3.91,-1.76,
1568,2008-12-05,3.85,-1.53,
1569,2008-12-06,3.85,-1.53,
1570,2008-12-07,3.85,-1.53,
1571,2008-12-08,4.71,+ 22.34,
1572,2008-12-09,3.61,-23.35,
1573,2008-12-10,3.61,0.00,
1574,2008-12-11,3.16,-12.47,
1575,2008-12-12,2.90,-8.23,
1576,2008-12-13,2.90,-8.23,
1577,2008-12-14,2.90,-8.23,
1578,2008-12-15,2.83,-2.41,
1579,2008-12-16,2.78,-1.77,
1580,2008-12-17,2.81,+ 1.08,
1581,2008-12-18,2.81,0.00,
1582,2008-12-19,2.82,+ 0.36,
1583,2008-12-20,2.82,+ 0.36,
1584,2008-12-21,2.82,+ 0.36,
1585,2008-12-22,2.70,-4.26,
1586,2008-12-23,2.57,-4.81,
1587,2008-12-24,2.66,+ 3.50,
1588,2008-12-25,2.66,+ 3.50,
1589,2008-12-26,2.99,+ 12.41,
1590,2008-12-27,2.99,+ 12.41,
1591,2008-12-28,2.99,+ 12.41,
1592,2008-12-29,2.97,-0.67,
1593,2008-12-30,2.94,-1.01,
1594,2008-12-31,3.02,+ 2.72,
1595,2009-01-01,3.02,+ 2.72,
1596,2009-01-02,2.87,-4.97,
1597,2009-01-03,2.87,-4.97,
1598,2009-01-04,2.87,-4.97,
1599,2009-01-05,2.75,-4.18,
1600,2009-01-06,2.59,-5.82,
1601,2009-01-07,2.58,-0.39,
1602,2009-01-08,2.98,+ 15.50,
1603,2009-01-09,2.49,-16.44,
1604,2009-01-10,2.49,-16.44,
1605,2009-01-11,2.49,-16.44,
1606,2009-01-12,2.42,-2.81,
1607,2009-01-13,2.26,-6.61,
1608,2009-01-14,2.22,-1.77,
1609,2009-01-15,2.04,-8.11,
1610,2009-01-16,2.02,-0.98,
1611,2009-01-17,2.02,-0.98,
1612,2009-01-18,2.02,-0.98,
1613,2009-01-19,1.99,-1.49,
1614,2009-01-20,2.00,+ 0.50,
1615,2009-01-21,2.10,+ 5.00,
1616,2009-01-22,2.51,+ 19.52,
1617,2009-01-23,2.44,-2.79,
1618,2009-01-24,2.44,-2.79,
1619,2009-01-25,2.44,-2.79,
1620,2009-01-26,2.44,-2.79,
1621,2009-01-27,2.44,-2.79,
1622,2009-01-28,2.48,+ 1.64,
1623,2009-01-29,2.45,-1.21,
1624,2009-01-30,2.41,-1.63,
1625,2009-01-31,2.41,-1.63,
1626,2009-02-01,2.41,-1.63,
1627,2009-02-02,2.38,-1.24,
1628,2009-02-03,2.38,0.00,
1629,2009-02-04,2.38,0.00,
1630,2009-02-05,2.39,+ 0.42,
1631,2009-02-06,2.39,0.00,
1632,2009-02-07,2.39,0.00,
1633,2009-02-08,2.39,0.00,
1634,2009-02-09,2.20,-7.95,
1635,2009-02-10,2.07,-5.91,
1636,2009-02-11,2.06,-0.48,
1637,2009-02-12,2.02,-1.94,
1638,2009-02-13,1.92,-4.95,
1639,2009-02-14,1.92,-4.95,
1640,2009-02-15,1.92,-4.95,
1641,2009-02-16,1.69,-11.98,
1642,2009-02-17,1.76,+ 4.14,
1643,2009-02-18,1.75,-0.57,
1644,2009-02-19,1.79,+ 2.29,
1645,2009-02-20,1.82,+ 1.68,
1646,2009-02-21,1.82,+ 1.68,
1647,2009-02-22,1.82,+ 1.68,
1648,2009-02-23,1.76,-3.30,
1649,2009-02-24,1.55,-11.93,
1650,2009-02-25,1.58,+ 1.94,
1651,2009-02-26,1.88,+ 18.99,
1652,2009-02-27,1.87,-0.53,
1653,2009-02-28,1.87,-0.53,
1654,2009-03-01,1.87,-0.53,
1655,2009-03-02,1.75,-6.42,
1656,2009-03-03,1.75,0.00,
1657,2009-03-04,1.76,+ 0.57,
1658,2009-03-05,1.75,-0.57,
1659,2009-03-06,1.76,+ 0.57,
1660,2009-03-07,1.76,+ 0.57,
1661,2009-03-08,1.76,+ 0.57,
1662,2009-03-09,1.71,-2.84,
1663,2009-03-10,1.63,-4.68,
1664,2009-03-11,1.64,+ 0.61,
1665,2009-03-12,1.78,+ 8.54,
1666,2009-03-13,1.82,+ 2.25,
1667,2009-03-14,1.82,+ 2.25,
1668,2009-03-15,1.82,+ 2.25,
1669,2009-03-16,1.82,0.00,
1670,2009-03-17,1.94,+ 6.59,
1671,2009-03-18,1.87,-3.61,
1672,2009-03-19,1.79,-4.28,
1673,2009-03-20,1.81,+ 1.12,
1674,2009-03-21,1.81,+ 1.12,
1675,2009-03-22,1.81,+ 1.12,
1676,2009-03-23,1.74,-3.87,
1677,2009-03-24,1.63,-6.32,
1678,2009-03-25,1.56,-4.29,
1679,2009-03-26,1.89,+ 21.15,
1680,2009-03-27,1.76,-6.88,
1681,2009-03-28,1.76,-6.88,
1682,2009-03-29,1.76,-6.88,
1683,2009-03-30,1.76,0.00,
1684,2009-03-31,1.73,-1.70,
1685,2009-04-01,1.72,-0.58,
1686,2009-04-02,1.65,-4.07,
1687,2009-04-03,1.66,+ 0.61,
1688,2009-04-04,1.66,+ 0.61,
1689,2009-04-05,1.66,+ 0.61,
1690,2009-04-06,1.65,-0.60,
1691,2009-04-07,1.57,-4.85,
1692,2009-04-08,1.58,+ 0.64,
1693,2009-04-09,1.86,+ 17.72,
1694,2009-04-10,1.82,-2.15,
1695,2009-04-11,1.82,-2.15,
1696,2009-04-12,1.82,-2.15,
1697,2009-04-13,1.80,-1.10,
1698,2009-04-14,1.79,-0.56,
1699,2009-04-15,1.76,-1.68,
1700,2009-04-16,1.83,+ 3.98,
1701,2009-04-17,1.83,0.00,
1702,2009-04-18,1.83,0.00,
1703,2009-04-19,1.83,0.00,
1704,2009-04-20,1.86,+ 1.64,
1705,2009-04-21,1.57,-15.59,
1706,2009-04-22,1.57,0.00,
1707,2009-04-23,1.89,+ 20.38,
1708,2009-04-24,1.84,-2.65,
1709,2009-04-25,1.84,-2.65,
1710,2009-04-26,1.84,-2.65,
1711,2009-04-27,1.88,+ 2.17,
1712,2009-04-28,1.85,-1.60,
1713,2009-04-29,1.84,-0.54,
1714,2009-04-30,1.85,+ 0.54,
1715,2009-05-01,1.85,+ 0.54,
1716,2009-05-02,1.85,+ 0.54,
1717,2009-05-03,1.85,+ 0.54,
1718,2009-05-04,1.77,-4.32,
1719,2009-05-05,1.77,-4.32,
1720,2009-05-06,1.72,-2.82,
1721,2009-05-07,1.83,+ 6.40,
1722,2009-05-08,1.92,+ 4.92,
1723,2009-05-09,1.92,+ 4.92,
1724,2009-05-10,1.92,+ 4.92,
1725,2009-05-11,1.93,+ 0.52,
1726,2009-05-12,1.93,0.00,
1727,2009-05-13,1.93,0.00,
1728,2009-05-14,1.93,0.00,
1729,2009-05-15,1.93,0.00,
1730,2009-05-16,1.93,0.00,
1731,2009-05-17,1.93,0.00,
1732,2009-05-18,1.89,-2.07,
1733,2009-05-19,1.74,-7.94,
1734,2009-05-20,1.73,-0.57,
1735,2009-05-21,1.96,+ 13.29,
1736,2009-05-22,1.97,+ 0.51,
1737,2009-05-23,1.97,+ 0.51,
1738,2009-05-24,1.97,+ 0.51,
1739,2009-05-25,1.97,0.00,
1740,2009-05-26,1.97,0.00,
1741,2009-05-27,1.96,-0.51,
1742,2009-05-28,1.96,0.00,
1743,2009-05-29,1.96,0.00,
1744,2009-05-30,1.96,0.00,
1745,2009-05-31,1.96,0.00,
1746,2009-06-01,1.95,-0.51,
1747,2009-06-02,1.93,-1.03,
1748,2009-06-03,1.92,-0.52,
1749,2009-06-04,1.93,+ 0.52,
1750,2009-06-05,1.93,0.00,
1751,2009-06-06,1.93,0.00,
1752,2009-06-07,1.93,0.00,
1753,2009-06-08,1.93,0.00,
1754,2009-06-09,1.96,+ 1.55,
1755,2009-06-10,1.93,-1.53,
1756,2009-06-11,1.96,+ 1.55,
1757,2009-06-12,1.94,-1.02,
1758,2009-06-13,1.94,-1.02,
1759,2009-06-14,1.94,-1.02,
1760,2009-06-15,1.93,-0.52,
1761,2009-06-16,1.94,+ 0.52,
1762,2009-06-17,1.95,+ 0.52,
1763,2009-06-18,1.95,0.00,
1764,2009-06-19,1.94,-0.51,
1765,2009-06-20,1.94,-0.51,
1766,2009-06-21,1.94,-0.51,
1767,2009-06-22,1.93,-0.52,
1768,2009-06-23,1.82,-5.70,
1769,2009-06-24,1.87,+ 2.75,
1770,2009-06-25,1.93,+ 3.21,
1771,2009-06-26,1.92,-0.52,
1772,2009-06-27,1.92,-0.52,
1773,2009-06-28,1.92,-0.52,
1774,2009-06-29,1.92,0.00,
1775,2009-06-30,1.96,+ 2.08,
1776,2009-07-01,1.90,-3.06,
1777,2009-07-02,1.92,+ 1.05,
1778,2009-07-03,1.92,0.00,
1779,2009-07-04,1.92,0.00,
1780,2009-07-05,1.92,0.00,
1781,2009-07-06,1.93,+ 0.52,
1782,2009-07-07,1.92,-0.52,
1783,2009-07-08,1.92,0.00,
1784,2009-07-09,1.93,+ 0.52,
1785,2009-07-10,1.94,+ 0.52,
1786,2009-07-11,1.94,+ 0.52,
1787,2009-07-12,1.94,+ 0.52,
1788,2009-07-13,1.94,0.00,
1789,2009-07-14,1.95,+ 0.52,
1790,2009-07-15,1.95,0.00,
1791,2009-07-16,1.95,0.00,
1792,2009-07-17,1.94,-0.51,
1793,2009-07-18,1.94,-0.51,
1794,2009-07-19,1.94,-0.51,
1795,2009-07-20,1.94,0.00,
1796,2009-07-21,1.93,-0.52,
1797,2009-07-22,1.93,0.00,
1798,2009-07-23,1.93,0.00,
1799,2009-07-24,1.93,0.00,
1800,2009-07-25,1.93,0.00,
1801,2009-07-26,1.93,0.00,
1802,2009-07-27,1.93,0.00,
1803,2009-07-28,1.93,0.00,
1804,2009-07-29,1.93,0.00,
1805,2009-07-30,1.93,0.00,
1806,2009-07-31,1.95,+ 1.04,
1807,2009-08-01,1.95,+ 1.04,
1808,2009-08-02,1.95,+ 1.04,
1809,2009-08-03,1.94,-0.51,
1810,2009-08-04,1.97,+ 1.55,
1811,2009-08-05,1.97,0.00,
1812,2009-08-06,1.98,+ 0.51,
1813,2009-08-07,1.99,+ 0.51,
1814,2009-08-08,1.99,+ 0.51,
1815,2009-08-09,1.99,+ 0.51,
1816,2009-08-10,1.99,0.00,
1817,2009-08-11,1.99,0.00,
1818,2009-08-12,1.98,-0.50,
1819,2009-08-13,1.98,0.00,
1820,2009-08-14,1.97,-0.51,
1821,2009-08-15,1.97,-0.51,
1822,2009-08-16,1.97,-0.51,
1823,2009-08-17,1.98,+ 0.51,
1824,2009-08-18,1.97,-0.51,
1825,2009-08-19,1.97,0.00,
1826,2009-08-20,1.99,+ 1.02,
1827,2009-08-21,1.98,-0.50,
1828,2009-08-22,1.98,-0.50,
1829,2009-08-23,1.98,-0.50,
1830,2009-08-24,1.98,0.00,
1831,2009-08-25,1.98,0.00,
1832,2009-08-26,1.98,0.00,
1833,2009-08-27,1.97,-0.51,
1834,2009-08-28,1.97,0.00,
1835,2009-08-29,1.97,0.00,
1836,2009-08-30,1.97,0.00,
1837,2009-08-31,1.99,+ 1.02,
1838,2009-09-01,1.98,-0.50,
1839,2009-09-02,1.98,0.00,
1840,2009-09-03,1.97,-0.51,
1841,2009-09-04,1.97,0.00,
1842,2009-09-05,1.97,0.00,
1843,2009-09-06,1.97,0.00,
1844,2009-09-07,1.97,0.00,
1845,2009-09-08,1.91,-3.05,
1846,2009-09-09,1.98,+ 3.66,
1847,2009-09-10,1.99,+ 0.51,
1848,2009-09-11,1.99,0.00,
1849,2009-09-12,1.99,0.00,
1850,2009-09-13,1.99,0.00,
1851,2009-09-14,2.00,+ 0.50,
1852,2009-09-15,1.99,-0.50,
1853,2009-09-16,1.99,0.00,
1854,2009-09-17,2.00,+ 0.50,
1855,2009-09-18,2.00,0.00,
1856,2009-09-19,2.00,0.00,
1857,2009-09-20,2.00,0.00,
1858,2009-09-21,1.97,-1.50,
1859,2009-09-22,1.80,-8.63,
1860,2009-09-23,1.79,-0.56,
1861,2009-09-24,2.00,+ 11.73,
1862,2009-09-25,2.00,0.00,
1863,2009-09-26,2.00,0.00,
1864,2009-09-27,2.00,0.00,
1865,2009-09-28,2.00,0.00,
1866,2009-09-29,2.01,+ 0.50,
1867,2009-09-30,2.00,-0.50,
1868,2009-10-01,2.00,0.00,
1869,2009-10-02,2.00,0.00,
1870,2009-10-03,2.00,0.00,
1871,2009-10-04,2.00,0.00,
1872,2009-10-05,1.99,-0.50,
1873,2009-10-06,2.00,+ 0.50,
1874,2009-10-07,1.99,0.00,
1875,2009-10-08,1.99,0.00,
1876,2009-10-09,1.99,0.00,
1877,2009-10-10,1.99,0.00,
1878,2009-10-11,1.99,0.00,
1879,2009-10-12,1.99,0.00,
1880,2009-10-13,1.99,0.00,
1881,2009-10-14,1.99,0.00,
1882,2009-10-15,1.99,0.00,
1883,2009-10-16,1.98,-0.50,
1884,2009-10-17,1.98,-0.50,
1885,2009-10-18,1.98,-0.50,
1886,2009-10-19,1.98,0.00,
1887,2009-10-20,1.99,+ 0.51,
1888,2009-10-21,2.02,+ 1.51,
1889,2009-10-22,2.00,-0.99,
1890,2009-10-23,2.00,0.00,
1891,2009-10-24,2.00,0.00,
1892,2009-10-25,2.00,0.00,
1893,2009-10-26,2.00,0.00,
1894,2009-10-27,2.00,0.00,
1895,2009-10-28,2.00,0.00,
1896,2009-10-29,2.01,+ 0.50,
1897,2009-10-30,2.01,0.00,
1898,2009-10-31,2.01,0.00,
1899,2009-11-01,2.01,0.00,
1900,2009-11-02,2.00,-0.50,
1901,2009-11-03,1.99,-0.50,
1902,2009-11-04,1.99,0.00,
1903,2009-11-05,2.00,+ 0.50,
1904,2009-11-06,2.00,0.00,
1905,2009-11-07,2.00,0.00,
1906,2009-11-08,2.00,0.00,
1907,2009-11-09,2.00,0.00,
1908,2009-11-10,2.07,+ 3.50,
1909,2009-11-11,1.98,-4.35,
1910,2009-11-12,2.01,+ 1.52,
1911,2009-11-13,2.00,-0.50,
1912,2009-11-14,2.00,-0.50,
1913,2009-11-15,2.00,-0.50,
1914,2009-11-16,2.01,+ 0.50,
1915,2009-11-17,1.99,-1.00,
1916,2009-11-18,1.96,-1.51,
1917,2009-11-19,1.95,-0.51,
1918,2009-11-20,2.01,+ 3.08,
1919,2009-11-21,2.01,+ 3.08,
1920,2009-11-22,2.01,+ 3.08,
1921,2009-11-23,2.03,+ 1.00,
1922,2009-11-24,2.00,-1.48,
1923,2009-11-25,1.99,-0.50,
1924,2009-11-26,2.01,+ 1.01,
1925,2009-11-27,2.00,-0.50,
1926,2009-11-28,2.00,-0.50,
1927,2009-11-29,2.00,-0.50,
1928,2009-11-30,2.01,+ 0.50,
1929,2009-12-01,2.00,-0.50,
1930,2009-12-02,2.00,0.00,
1931,2009-12-03,2.00,0.00,
1932,2009-12-04,2.00,0.00,
1933,2009-12-05,2.00,0.00,
1934,2009-12-06,2.00,0.00,
1935,2009-12-07,1.99,-0.50,
1936,2009-12-08,1.97,-1.01,
1937,2009-12-09,1.97,0.00,
1938,2009-12-10,2.01,+ 2.03,
1939,2009-12-11,2.00,-0.50,
1940,2009-12-12,2.00,-0.50,
1941,2009-12-13,2.00,-0.50,
1942,2009-12-14,2.00,0.00,
1943,2009-12-15,2.00,0.00,
1944,2009-12-16,2.00,0.00,
1945,2009-12-17,2.00,0.00,
1946,2009-12-18,2.00,0.00,
1947,2009-12-19,2.00,0.00,
1948,2009-12-20,2.00,0.00,
1949,2009-12-21,2.00,0.00,
1950,2009-12-22,1.99,-0.50,
1951,2009-12-23,1.99,0.00,
1952,2009-12-24,1.98,-0.50,
1953,2009-12-25,1.98,-0.50,
1954,2009-12-26,1.98,-0.50,
1955,2009-12-27,1.98,-0.50,
1956,2009-12-28,2.00,+ 1.01,
1957,2009-12-29,2.00,0.00,
1958,2009-12-30,2.00,0.00,
1959,2009-12-31,2.01,+ 0.50,
1960,2010-01-01,2.01,+ 0.50,
1961,2010-01-02,2.01,+ 0.50,
1962,2010-01-03,2.01,+ 0.50,
1963,2010-01-04,1.99,-1.00,
1964,2010-01-05,1.98,-0.50,
1965,2010-01-06,1.96,-1.01,
1966,2010-01-07,2.00,+ 2.04,
1967,2010-01-08,2.00,0.00,
1968,2010-01-09,2.00,0.00,
1969,2010-01-10,2.00,0.00,
1970,2010-01-11,2.00,0.00,
1971,2010-01-12,2.00,0.00,
1972,2010-01-13,2.00,0.00,
1973,2010-01-14,2.00,0.00,
1974,2010-01-15,2.00,0.00,
1975,2010-01-16,2.00,0.00,
1976,2010-01-17,2.00,0.00,
1977,2010-01-18,1.99,-0.50,
1978,2010-01-19,1.99,0.00,
1979,2010-01-20,1.97,-1.01,
1980,2010-01-21,2.01,+ 2.03,
1981,2010-01-22,2.00,-0.50,
1982,2010-01-23,2.00,-0.50,
1983,2010-01-24,2.00,-0.50,
1984,2010-01-25,2.01,+ 0.50,
1985,2010-01-26,2.01,0.00,
1986,2010-01-27,2.01,0.00,
1987,2010-01-28,2.01,0.00,
1988,2010-01-29,2.01,0.00,
1989,2010-01-30,2.01,0.00,
1990,2010-01-31,2.01,0.00,
1991,2010-02-01,2.01,0.00,
1992,2010-02-02,2.00,-0.50,
1993,2010-02-03,2.00,0.00,
1994,2010-02-04,2.00,0.00,
1995,2010-02-05,2.00,0.00,
1996,2010-02-06,2.00,0.00,
1997,2010-02-07,2.00,0.00,
1998,2010-02-08,2.00,0.00,
1999,2010-02-09,1.99,-0.50,
2000,2010-02-10,1.97,-1.01,
2001,2010-02-11,2.02,+ 2.54,
2002,2010-02-12,2.02,0.00,
2003,2010-02-13,2.02,0.00,
2004,2010-02-14,2.02,0.00,
2005,2010-02-15,2.02,0.00,
2006,2010-02-16,2.02,0.00,
2007,2010-02-17,2.02,0.00,
2008,2010-02-18,2.02,0.00,
2009,2010-02-19,2.01,-0.50,
2010,2010-02-20,2.01,-0.50,
2011,2010-02-21,2.01,-0.50,
2012,2010-02-22,1.98,-1.49,
2013,2010-02-23,1.92,-3.03,
2014,2010-02-24,1.90,-1.04,
2015,2010-02-25,2.02,+ 6.32,
2016,2010-02-26,2.02,0.00,
2017,2010-02-27,2.02,0.00,
2018,2010-02-28,2.02,0.00,
2019,2010-03-01,2.02,0.00,
2020,2010-03-02,2.02,0.00,
2021,2010-03-03,2.01,-0.50,
2022,2010-03-04,2.02,+ 0.50,
2023,2010-03-05,2.01,-0.50,
2024,2010-03-06,2.01,-0.50,
2025,2010-03-07,2.01,-0.50,
2026,2010-03-08,2.02,+ 0.50,
2027,2010-03-09,2.02,0.00,
2028,2010-03-10,1.99,-1.49,
2029,2010-03-11,2.02,+ 1.51,
2030,2010-03-12,2.02,0.00,
2031,2010-03-13,2.02,0.00,
2032,2010-03-14,2.02,0.00,
2033,2010-03-15,2.01,-0.50,
2034,2010-03-16,2.01,0.00,
2035,2010-03-17,2.00,-0.50,
2036,2010-03-18,2.01,+ 0.50,
2037,2010-03-19,2.01,0.00,
2038,2010-03-20,2.01,0.00,
2039,2010-03-21,2.01,0.00,
2040,2010-03-22,2.01,0.00,
2041,2010-03-23,2.00,-0.50,
2042,2010-03-24,2.00,0.00,
2043,2010-03-25,2.01,+ 0.50,
2044,2010-03-26,2.00,-0.50,
2045,2010-03-27,2.00,-0.50,
2046,2010-03-28,2.00,-0.50,
2047,2010-03-29,2.00,0.00,
2048,2010-03-30,1.99,-0.50,
2049,2010-03-31,2.00,+ 0.50,
2050,2010-04-01,1.99,-0.50,
2051,2010-04-02,2.00,+ 0.50,
2052,2010-04-03,2.00,+ 0.50,
2053,2010-04-04,2.00,+ 0.50,
2054,2010-04-05,2.00,0.00,
2055,2010-04-06,2.02,+ 1.00,
2056,2010-04-07,2.02,0.00,
2057,2010-04-08,2.02,0.00,
2058,2010-04-09,2.00,-0.99,
2059,2010-04-10,2.00,-0.99,
2060,2010-04-11,2.00,-0.99,
2061,2010-04-12,2.01,+ 0.50,
2062,2010-04-13,2.01,0.00,
2063,2010-04-14,2.00,-0.50,
2064,2010-04-15,2.00,0.00,
2065,2010-04-16,1.99,-0.50,
2066,2010-04-17,1.99,-0.50,
2067,2010-04-18,1.99,-0.50,
2068,2010-04-19,2.00,+ 0.50,
2069,2010-04-20,2.00,0.00,
2070,2010-04-21,2.01,+ 0.50,
2071,2010-04-22,2.00,-0.50,
2072,2010-04-23,2.00,0.00,
2073,2010-04-24,2.00,0.00,
2074,2010-04-25,2.00,0.00,
2075,2010-04-26,2.01,+ 0.50,
2076,2010-04-27,2.01,0.00,
2077,2010-04-28,2.01,0.00,
2078,2010-04-29,2.00,-0.50,
2079,2010-04-30,2.00,0.00,
2080,2010-05-01,2.00,0.00,
2081,2010-05-02,2.00,0.00,
2082,2010-05-03,2.00,0.00,
2083,2010-05-04,2.05,+ 2.50,
2084,2010-05-05,2.05,+ 2.50,
2085,2010-05-06,2.02,-1.46,
2086,2010-05-07,2.01,-0.50,
2087,2010-05-08,2.01,-0.50,
2088,2010-05-09,2.01,-0.50,
2089,2010-05-10,2.01,0.00,
2090,2010-05-11,2.01,0.00,
2091,2010-05-12,2.01,0.00,
2092,2010-05-13,2.01,0.00,
2093,2010-05-14,2.01,0.00,
2094,2010-05-15,2.01,0.00,
2095,2010-05-16,2.01,0.00,
2096,2010-05-17,2.02,+ 0.50,
2097,2010-05-18,2.01,-0.50,
2098,2010-05-19,2.01,0.00,
2099,2010-05-20,2.02,+ 0.50,
2100,2010-05-21,2.02,+ 0.50,
2101,2010-05-22,2.02,+ 0.50,
2102,2010-05-23,2.02,+ 0.50,
2103,2010-05-24,2.02,0.00,
2104,2010-05-25,2.02,0.00,
2105,2010-05-26,1.99,-1.49,
2106,2010-05-27,1.98,-0.50,
2107,2010-05-28,1.98,0.00,
2108,2010-05-29,1.98,0.00,
